MezheYeshut,GISId,MisparYeshut,MisparYeshutAv,AchuzHachtamot,AchuzHachtamotMitcham,Bayt,GushChelka,KamutDirot,KamutTziburi,kaymetminhelet,KodMinhelet,KtovetAishKesher,MachozMinhal,MahutBakasha,MechirMemutza,mitve,Rechov,SemelIishuv,ShemMitcham,ShnatBakasha,ShnatHryter,ShnatIchlus,Status,TaarichMechiraRishona,YachadKayam,YachadMutza,YachadTabo,YachadTosafti,Yazam,Yeshut,Yeshuv,BakashaLeHeter,Heter1,Ichlus1
16-644013,644013,16003719,NULL,NULL,NULL,14,NULL,5,NULL,כן,6300,"רמה 14,גבעתיים",תל אביב,"הריסת קיים בן 2 קומות על גבי קומת עמודים ובו 4 דירות ללא חניות , הקמת בניין בן 5 קומות + קומת גג עם דירה אחת על גבי קומת כניסה הכולל דירת גן קרקע מעל 2 מרתפים ובהם 20 חניות ומחסנים סה""כ 12 יח""ד",28444,"תמ""א - הריסה ובנייה מחדש",רמה,6300,NULL,2015,2017,NULL, היתר,10/01/2017,4,12,NULL,8,NULL,"תמ""א",גבעתים,2015-01-29,2017-02-26,NULL
16-644042,644042,16004379,NULL,NULL,NULL,12,NULL,3,NULL,כן,6300,"המעין 12,גבעתיים",תל אביב,"תמ""א 38 הריסת מבנה בן 3 קומות ל- 12 יח""ד  והקמת מבנה חדש ובו  7.5 קומות מעל קומת כניסה  ו- 2 קומות מרתף לסה""כ 32 יח""ד.",14367,"תמ""א - הריסה ובנייה מחדש",המעין,6300,NULL,2013,2017,2020,אכלוס,07/03/2020,12,32,NULL,20,NULL,"תמ""א",גבעתים,2013-07-10,2017-10-24,2020-08-01
16-644044,644044,16004380,NULL,NULL,NULL,15,NULL,13,NULL,כן,6300,"המעין 15,גבעתיים",תל אביב,"הריסת בית מגורים חד משפחתי וחד קומתי ומבנה נגריה והקמת בניין מגורים חדש מכוח תמ""א 38 בן 6 קומות וקומה שביעית חלקית מעל קומת כניסה הכוללת דירות גן ומעל שני מרתפי חניה בקומת כניסה 3 דירות גן, בקומות א-ו- 4  יח""ד בקומה, בקומה שביעית- 2 יח""ד וסה""כ 45 חניות ,",28548,"תמ""א - הריסה ובנייה מחדש",המעין,6300,NULL,2014,2017,NULL, היתר,27/11/2019,1,20,NULL,19,NULL,"תמ""א",גבעתים,2014-08-19,2017-05-10,NULL
16-643913,643913,16005117,NULL,NULL,NULL,26,NULL,19,NULL,כן,6300,"קקל"" 26,גבעתיים",תל אביב,"הריסת מבנה קיים ובניית בניין חדש בן 6 קומות  + דירות גן + דירות גג כולל 3 מרתפי חנייה ומחסנים סה""כ 30 דירות",27066,"תמ""א - הריסה ובנייה מחדש","קקל""",6300,NULL,2014,2017,NULL, היתר,17/11/2015,10,30,NULL,20,NULL,"תמ""א",גבעתים,2014-07-23,2017-04-06,NULL
16-644104,644104,16006846,NULL,NULL,NULL,19,NULL,10,NULL,כן,6300,"הרצוג 19,גבעתיים",תל אביב,"בבניין מגורים קיים בן 3 קומות מעל קומת עמודים מפולשת ל- 21 יח""ד מבוקשת הרחבה מכח תמ""א 38 הכוללת: תוספת בניה בקומה מפולשת תוספת עד 25 מ""ר ליחידות הדיור הקיימות תוספת 2 קומות מלאות וקומת גג חלקית",28062,"תמ""א - חיזוק ועיבוי",הרצוג,6300,NULL,2014,2017,2022,אכלוס,15/02/2016,21,38,NULL,17,NULL,"תמ""א",גבעתים,2014-09-21,2017-02-26,2022-07-24
16-643893,643893,16000639,NULL,NULL,NULL,81,NULL,3,NULL,כן,6300,"כצנלסון 81,גבעתיים",תל אביב,"תוספת בניה לפי תמ""א 38, בית משותף בן 3 קומות עם 20 יח""ד על קומה בנויה וקומת מרתף, חיזוק המבנה בפני רעידות אדמה, כולל הרחבת הדירות הקיימות, תוספת ממ""דים ומרפסות, הסדרת החניות, שינויים בפיתוח ובגדרות, תוספת 20 יח""ד, תוספת 2 קומות , קומה חלקית וקומה טכנית",27527,"תמ""א - חיזוק ועיבוי",כצנלסון,6300,NULL,2015,2018,2021,אכלוס,05/09/2018,19,35,NULL,16,NULL,"תמ""א",גבעתים,2015-08-19,2018-05-30,2021-04-01
16-643965,643965,16000646,NULL,NULL,NULL,32,NULL,33,NULL,כן,6300,"הכנסת 32,גבעתיים",תל אביב,"הריסת בניין קיים בן 3 קומות ל- 20 יח""ד והקמת בניין מגורים חדש מכח תמ""א 38,  בן 6.5 קומות מעל קומת כניסה. במרתף 1- : 39 חניות ו- 21 מחסנים דירתיים במרתף 2-: 45 חניות ו-22 מחסנים דירתיים בקומת כניסה:    6 יח""ד בקומות 1 עד 6 :  8 יח""ד בקומה בקומת גג :",31915,"תמ""א - הריסה ובנייה מחדש",הכנסת,6300,NULL,2015,2018,NULL, היתר,27/11/2018,20,56,NULL,36,NULL,"תמ""א",גבעתים,2015-07-07,2018-05-27,NULL
16-643969,643969,16000794,NULL,NULL,NULL,42,NULL,26,NULL,כן,6300,"שינקין 42,גבעתיים",תל אביב,"הריסת מבנה קיים ( 12 יח""ד וחנות) והקמת בניין ע""פ תמ""א 38/3 בן 7 קומות 2 דירות גן וחנות בק.ק , 4 דירות גג, מעל מרתפי חנייה (ע""י חניות רגילות ומתקן חנייה אוטומטי) מתקניים טכניים בק.ק , מרתף וגג עליון -סה""כ 38 דירות",27241,"תמ""א - הריסה ובנייה מחדש",שינקין,6300,NULL,2014,2018,2022,אכלוס,17/01/2019,12,38,NULL,26,NULL,"תמ""א",גבעתים,2014-05-13,2018-07-15,2022-05-01
16-644056,644056,16000799,NULL,NULL,NULL,3,NULL,4,NULL,כן,6300,"צהל"" 3,גבעתיים",תל אביב,"בבית בבניין מגורים קיים בן 3 קומות מעל קומת עמודים מפולשת ל- 6 יח""ד מבוקש חיזוק מכוח תמ""א 38 כולל: - תוספת ממ""דים וגזוזטראות  ליח""ד קיימות - תוספת מעלית - תוספת קומה רביעית ל- 2 יח""ד - תוספת קומה חמישית ל- 2 יח""ד - תוספת קומת גג ליח""ד אחת - תוספת מתקני ח",25457,"תמ""א - חיזוק ועיבוי","צהל""",6300,NULL,2015,2018,2020,אכלוס,01/03/2017,6,11,NULL,5,NULL,"תמ""א",גבעתים,2015-05-13,2018-01-10,2020-08-01
16-644084,644084,16000804,NULL,NULL,NULL,2,NULL,10,NULL,כן,6300,"המגדל 2,גבעתיים",תל אביב,"1.איחוד חלקות 2. הריסת שני בנינים קיימים הכוללים :      א. 3 קומות מעל קומת עמודים- 6 יח""ד קיימות      ב. 2 קומות - 6 יח""ד קימות הקמת בניין מגורים חדש בן 7 קומות בנוסף לקומת גג ולדירות גג , מעל קומת כניסה ומעל 2 מרתפי חנייה (איזור מגורים ב' 2)",28690,"תמ""א - הריסה ובנייה מחדש",המגדל,6300,NULL,2013,2018,2022,אכלוס,08/02/2019,12,29,NULL,17,NULL,"תמ""א",גבעתים,2013-11-11,2018-06-19,2022-04-01
16-643918,643918,16003275,NULL,NULL,NULL,3,NULL,4,NULL,כן,6300,"חניתה 3,גבעתיים",תל אביב,"הריסת מבנה קיים והקמת בית מגורים במסגרת תמ""א 38/2 בניין בין 6 קומות + פנתהאוס מעל קומת כניסה ושני מרתפי חנייה",26173,"תמ""א - הריסה ובנייה מחדש",חניתה,6300,NULL,2013,2018,2021,אכלוס,03/07/2017,11,28,NULL,17,NULL,"תמ""א",גבעתים,2013-12-19,2018-02-18,2021-10-01
16-643964,643964,16003282,NULL,NULL,NULL,30,NULL,29,NULL,כן,6300,"הכנסת 30,גבעתיים",תל אביב,"הריסת בניין בן 4 קומות ל-20 יח""ד הקמת 2 ביניני מגורים חדשים בני 6.5 קומות מעל קומת קרקע מכח תמ""א 38 ושתי קומות מרתף חנייה סה""כ 56 יח""ד (28 בכל בניין)",30872,"תמ""א - הריסה ובנייה מחדש",הכנסת,6300,NULL,2015,2018,2021,אכלוס,06/12/2017,20,56,NULL,36,NULL,"תמ""א",גבעתים,2015-08-12,2018-03-28,2021-10-01
16-644023,644023,16003292,NULL,NULL,NULL,33,NULL,4,NULL,כן,6300,"ברדיצ'בסקי 33,גבעתיים",תל אביב,"הריסת בניין מגורים קיים בן 2 קומות  , 4 יח""ד הקמת בניין מגורים  חדש מכוח תמ""א 38 בקיר משותף עם בניין בחלקה 422 הגובלת ממזרח באמצעות זיקת הנאה בין שתי החלקות: בן 5.5 קומות מעל קומת כניסה ומעל  2 מרתפי חניה שהגישה אלהם במרתף -2 : 12 חניות ו- 6 מחסנים דירתי",16508,"תמ""א - הריסה ובנייה מחדש",ברדיצ'בסקי,6300,NULL,2015,2018,NULL, היתר,18/08/2015,8,24,NULL,16,NULL,"תמ""א",גבעתים,2015-12-16,2018-12-30,NULL
16-644031,644031,16003294,NULL,NULL,NULL,54,NULL,9,NULL,כן,6300,"ז'בוטינסקי 54,גבעתיים",תל אביב,"הוספת 10 יח""ד בשני קומות טיפוסיות במסגרת תמ""א 38 הכוללים : ממ""דים, מעלית, מרפסות וקומת פנטהאוז בבניין מגורים קיים ובו 14 יח""ד סה""כ 24 הוספת חפירת מרתף חלקי ובו מתקני חנייה",27922,"תמ""א - חיזוק ועיבוי",ז'בוטינסקי,6300,NULL,2016,2018,2021,אכלוס,16/01/2018,14,24,NULL,10,NULL,"תמ""א",גבעתים,2016-03-10,2018-06-12,2021-05-01
16-644093,644093,16003303,NULL,NULL,NULL,15,NULL,6,NULL,כן,6300,"סירני אנצו 15,גבעתיים",תל אביב,"חיזוק בניין קיים בן 2 קומות מעל קומת כניסה  ל-8 יח""ד  ומכוח תמ""א 38 והרחבתו : - תוספת 2.5 קומות בתכסית הקומות המורחבות לסה""כ- 7 יח""ד. - תוספת חניות בקומת קרקע מתוכן 10 במכפילים וסה""כ 14 חניות. - הרחבת הדירות הקיימות: סגירת מרפסות קיימות, תוספת ממ""דים ותו",28366,"תמ""א - חיזוק ועיבוי",סירני אנצו,6300,NULL,2015,2018,2021,אכלוס,29/05/2016,8,15,NULL,7,NULL,"תמ""א",גבעתים,2015-01-06,2018-05-30,2021-07-01
16-643908,643908,16003700,NULL,NULL,NULL,47,NULL,15,NULL,כן,6300,"בורוכוב 47,גבעתיים",תל אביב,"הריסת בית קיים (הכולל 9 יח""ד) הקמת בניין חדש בן 7 קומות+ קומת גג+ לדירות גג מעל קומת כניסה הכוללת דירות גן ומעל 2 מרתפי חנייה 1-,2- מחסנים בקומת מרתף , פרגולה מבטון מקומת גג, סה""כ 25 יחידות דיור",33740,"תמ""א - הריסה ובנייה מחדש",בורוכוב,6300,NULL,2013,2018,2022,אכלוס,03/12/2017,9,31,NULL,22,NULL,"תמ""א",גבעתים,2013-08-19,2018-01-28,2022-02-01
16-643939,643939,16003703,NULL,NULL,NULL,14,NULL,15,NULL,כן,6300,"בלוך 14,גבעתיים",תל אביב,"הריסת בניין קיים בן 3 קומות ל-10 יח""ד הקמת בית מגורים בן 7 קומות מעל קומת קרקע ו-2 קומות מרתף מלאות+ 2 קומות מרתף בצורת בורג סה""כ 28 יח""ד",28329,"תמ""א - הריסה ובנייה מחדש",בלוך,6300,NULL,2015,2018,2020,אכלוס,21/11/2017,10,28,NULL,18,NULL,"תמ""א",גבעתים,2015-09-09,2018-02-25,2020-05-20
16-643943,643943,16003704,NULL,NULL,NULL,2,NULL,NULL,NULL,כן,6300,"סירקין 2,גבעתיים",תל אביב,"1.הריסת ובנייה עלפי תמ""א 38 על תיקוניה 2.הריסת בית קיים בעל 2 קומות ו-7 יח""ד ו-2 חנויות הקמת בית חדש בן 8 קומות +קומת גג ודירת גג מעל קומת כניסה עם חנויות ומעל 3 מרתפי חנייה 3. תוספת 2 קומות מכח תכנית גב/מק/2002 4. תוספת 2.5 קומות  סה""כ 34 יח""ד 5. מחסנים",NULL,"תמ""א - הריסה ובנייה מחדש",סירקין,6300,NULL,2014,2018,2020,אכלוס,NULL,7,29,NULL,22,NULL,"תמ""א",גבעתים,2014-09-30,2018-01-09,2020-08-01
16-643993,643993,16003711,NULL,NULL,NULL,17,NULL,6,NULL,כן,6300,"הראל 17,גבעתיים",תל אביב,"הארכת תוקף החלטת ועדת משנה מס': 20140012 מתאריך 16/11/14 בדבר: - הריסת בנין קיים  בן 2 קומות ו-4 יח""ד והקמת בנין מגורים חדש בן 3  קומות    וקומת דירת גג מעל קומת כניסה ומרתף חניה- לסה""כ 15 יח""ד - תוספת הקומות והזכויות מכוח תמ""א 38 - הקלות בקווי בניין דרו",35390,"תמ""א - הריסה ובנייה מחדש",הראל,6300,NULL,2015,2018,NULL, היתר,10/03/2020,4,15,NULL,11,NULL,"תמ""א",גבעתים,2015-02-10,2018-11-22,NULL
16-644010,644010,16003717,NULL,NULL,NULL,62,NULL,NULL,NULL,כן,6300,"רינס 62,גבעתיים",תל אביב,"הריסת מבנה קיים בן 2 קומות על עמודים ל-8 יח""ד ובניית מבנה בן 6 קומות מעל קומת קרקע +קומת פנטאוז +2 קומות מרתף חנייה סה""כ 24 יח""ד",NULL,"תמ""א - הריסה ובנייה מחדש",רינס,6300,NULL,2017,2018,2022,אכלוס,NULL,8,23,NULL,15,NULL,"תמ""א",גבעתים,2017-07-18,2018-12-31,2022-07-01
16-644036,644036,16003722,NULL,NULL,NULL,17,NULL,19,NULL,כן,6300,"שדה בוקר 17,גבעתיים",תל אביב,"הריסת בניין קיים בן 2 קומות ו-8 יח""ד  והקמת בניין מגורים חדש מכוח תמ""א 38 בן 6.5 קומות מעל קומת כניסה  ו- 2 מרתפי חנייה בקומת כניסה: 2 דירות גן דופלקס בקומה א': 2 יח""ד + קומה שניה של שתי דירות גן (דופלקס ) בקומות ב'-ה': 4 יח""ד בקומה ו - 2 יח""ד בקומה חלקי",30750,"תמ""א - הריסה ובנייה מחדש",שדה בוקר,6300,NULL,2015,2018,2021,אכלוס,16/04/2018,8,24,NULL,16,NULL,"תמ""א",גבעתים,2015-02-10,2018-05-07,2021-10-01
16-644037,644037,16004376,NULL,NULL,NULL,25,NULL,NULL,NULL,כן,6300,"שדה בוקר 25,גבעתיים",תל אביב,"הריסת בניין קיים בן 2 קומות ו-8 יח""ד  והקמת בניין מגורים חדש מכוח תמ""א 38 בן 6.5 קומות מעל קומת כניסה ומעל 2 מרתפי חנייה בקומת כניסה: 2 דירות גן בקומה א': 2 יח""ד + קומת שניה של שתי דירות גן (דופלקס) בקומות ב'-ה' :4  יח""ד בכל קומה בקומה ו': 2 יח""ד בקומת ג",NULL,"תמ""א - הריסה ובנייה מחדש",שדה בוקר,6300,NULL,2015,2018,2021,אכלוס,NULL,8,24,NULL,16,NULL,"תמ""א",גבעתים,2015-03-16,2018-05-17,2021-10-01
16-644039,644039,16004377,NULL,NULL,NULL,35,NULL,NULL,NULL,כן,6300,"שדה בוקר 35,גבעתיים",תל אביב,"הריסת בניין קיים בן 2 קומות ל-8 יח""ד הקמת  בניין חדש בן 6.5  קומותמעל קומת קרקע  כוללת דירות גן ומעל 2 מרתפי חנייה בקומת מרתף 1-: 21 חניות ו- 13 מחסנים דירתיים בקומת מרתף 2-:23 חנייות ו- 14 מחסנים דירתיים בקומת כניסה: 2 דירות גן בקומות א-ה: 4 יח""ד בקומה",NULL,"תמ""א - הריסה ובנייה מחדש",שדה בוקר,6300,NULL,2016,2018,2021,אכלוס,NULL,8,27,NULL,19,NULL,"תמ""א",גבעתים,2016-05-09,2018-03-08,2021-07-01
16-644048,644048,16004381,NULL,NULL,NULL,32,NULL,6,NULL,כן,6300,"המעין 32,גבעתיים",תל אביב,"בבניין מגורים קיים בן 3 קומות ל- 6 יח""ד מעל קומת עמודים מפולשת, מבוקש חיזוק מבנה מכוח תמ""א 38 ותוספת הכולל:  - תוספת מעלית להנגשת הבניין - בקומת מרתף חלקית קיימת : הסבת מקלט וחדר הסקה ל- 2 מחסנים דירתיים, מאגר מים וחדר משאבות - בקומה מפולשת קיימת :- תוספ",28450,"תמ""א - חיזוק ועיבוי",המעין,6300,NULL,2015,2018,2021,אכלוס,08/08/2017,6,11,NULL,5,NULL,"תמ""א",גבעתים,2015-11-25,2018-05-27,2021-05-01
16-644053,644053,16005140,NULL,NULL,NULL,14,NULL,9,NULL,כן,6300,"צהל"" 14,גבעתיים",תל אביב,"הריסת בניין מגורים בן 2 קומות ל-4 יח""ד והקמת מבנה מגורים מכוח ת""א 38  בן 5.5 קומות מעל קומת כניסה ומרתף לחניה הכולל: בקומת מרתף  1-  : 9 חניות , במרתף 2-: 10 חניות בקומת כניסה דירת גן + פרגולה בקומות א'- ה' - 2 יח""ד בקומה בקומת גג (ו') דירת גג  + פרגולה",33267,"תמ""א - הריסה ובנייה מחדש","צהל""",6300,NULL,2015,2018,2021,אכלוס,10/06/2018,4,12,NULL,8,NULL,"תמ""א",גבעתים,2015-04-15,2018-08-07,2021-05-01
16-643935,643935,16006830,NULL,NULL,NULL,4,NULL,6,NULL,כן,6300,"גולדשטיין אהרון 4,גבעתיים",תל אביב,"תוספת 2.5  קומות לפי תמ""א 38/3 , הריסת חדר המדרגות ובניית חדש, הוספת מעלון ל-4 נוסעים,  הכנסת מערכת חשמל ואינסטלציה בפיר בחדר המדרגות, בניית לובי , חדר עגלות , חדר אשפה, חדר גז והוספת חניות",25406,"תמ""א - חיזוק ועיבוי",גולדשטיין אהרון,6300,NULL,2013,2018,2021,אכלוס,11/05/2015,9,15,NULL,6,NULL,"תמ""א",גבעתים,2013-06-12,2018-07-29,2021-10-01
16-643966,643966,16006831,NULL,NULL,NULL,35,NULL,14,NULL,כן,6300,"הכנסת 35,גבעתיים",תל אביב,"דיון חוזר בבקשה שנדונה בועדת משנה מס"": 20160013   מתאריך:  9/3/16 לאור בקשת היזם,   בדבר: הריסה של מבנה קיים בן 3 קומות ל- 12 יח""ד והקמת 2 בנייני מגורים מכוח תמ""א 38  בני 6.5 קומות  מעל קומת כניסה הכוללת ו-2 מרתפי חניה במרתף  2-: 25 חניות , 2 מחסנים ומער",27049,"תמ""א - הריסה ובנייה מחדש",הכנסת,6300,NULL,2013,2018,NULL, היתר,03/03/2019,12,33,NULL,21,NULL,"תמ""א",גבעתים,2013-12-05,2018-12-12,NULL
16-643989,643989,16006833,NULL,NULL,NULL,17,NULL,7,NULL,כן,6300,"המעלות 17,גבעתיים",תל אביב,"תוספת 2.5 קומות בהן 12יח""ד חדשות על מבנה קיים ובו 15 יח""ד תוספת של ממ""דים מרפסות, מעליות מתקן חנייה רובוטי ומחסנים",28808,"תמ""א - חיזוק ועיבוי",המעלות,6300,NULL,2015,2018,2021,אכלוס,31/07/2018,12,27,NULL,15,NULL,"תמ""א",גבעתים,2015-11-25,2018-01-28,2021-07-01
16-644063,644063,16006841,NULL,NULL,NULL,11,NULL,13,NULL,כן,6300,"הלמד הא 11,גבעתיים",תל אביב,"הריסת מבנה קיים בן 2 קומות ל- 6 יח""ד והקמת בניין מגורים חדש מכוח תמ""א 38 בן 6.5 קומות מעל קומת כניסהומעל 3 מרתפי חניה בקומת קרקע 1 יח""ד בקומות א-ו : 3 יח""ד בכל קומה בקומה ז': 2 יח""ד במרתף 3-: 13 חניות ו- 4 מחסנים דירתיים במרתף 2-: 11 חניות ו- 7 מחסנים די",32128,"תמ""א - הריסה ובנייה מחדש",הלמד הא,6300,NULL,2015,2018,2022,אכלוס,18/06/2018,6,21,NULL,15,NULL,"תמ""א",גבעתים,2015-03-10,2018-07-12,2022-02-01
16-643940,643940,16008775,NULL,NULL,NULL,5,NULL,8,NULL,כן,6300,"בלוך 5,גבעתיים",תל אביב,"תוספת בנייה לפי תמ""א 38: בית משותף בן 9 יח""ד ב-3 קומות על קומת עמודים כפולה חיזוק המבנה בפני רעידות אדמה כולל: 1. הרחבת הדירות הקיימות +תוספת ממ""דים ומרפסות 2. תוספת מחסנים בקומת הקרקע הכפולה  ויח""ד בקומת הקרקע, הסדרת חניות, שינויים בפיתוח ובגדרות 3. תוס",32807,"תמ""א - חיזוק ועיבוי",בלוך,6300,NULL,2015,2018,2021,אכלוס,30/08/2018,9,20,NULL,11,NULL,"תמ""א",גבעתים,2015-01-27,2018-07-12,2021-09-01
16-644030,644030,16008781,NULL,NULL,NULL,47,NULL,NULL,NULL,כן,6300,"ז'בוטינסקי 47,גבעתיים",תל אביב,NULL,NULL,"תמ""א - הריסה ובנייה מחדש",ז'בוטינסקי,6300,NULL,2013,2018,2022,אכלוס,NULL,1,14,NULL,13,NULL,"תמ""א",גבעתים,2013-07-09,2018-01-02,2022-01-01
16-644047,644047,16000655,NULL,NULL,NULL,30,NULL,5,NULL,כן,6300,"המעין 30,גבעתיים",תל אביב,NULL,30158,"תמ""א - הריסה ובנייה מחדש",המעין,6300,NULL,2016,2019,2022,אכלוס,07/08/2019,6,15,NULL,9,NULL,"תמ""א",גבעתים,2016-09-25,2019-01-21,2022-06-01
16-644049,644049,16000798,NULL,NULL,NULL,39,NULL,22,NULL,כן,6300,"המעין 39,גבעתיים",תל אביב,NULL,37277,"תמ""א - הריסה ובנייה מחדש",המעין,6300,NULL,2014,2019,NULL, היתר,06/03/2020,12,36,NULL,24,NULL,"תמ""א",גבעתים,2014-07-20,2019-05-18,NULL
16-643917,643917,16003274,NULL,NULL,NULL,7,NULL,14,NULL,כן,6300,"קקל"" 7,גבעתיים",תל אביב,NULL,28815,"תמ""א - הריסה ובנייה מחדש","קקל""",6300,NULL,2014,2019,NULL, היתר,14/08/2018,12,32,NULL,20,NULL,"תמ""א",גבעתים,2014-12-02,2019-01-02,NULL
16-644020,644020,16003289,NULL,NULL,NULL,3,NULL,10,NULL,כן,6300,"יצחק שדה 3,גבעתיים",תל אביב,"הריסת מבנה בן 3 קומות ל-12 יח""ד הקמת בניין מגורים בן 6 קומות טיפוסיות, 2 קומות תת קרקעיות,ו 2 דירות גג על פי תמ""א 38/2 סה""כ 31 יח""ד",30821,"תמ""א - הריסה ובנייה מחדש",יצחק שדה,6300,NULL,2016,2019,NULL, היתר,02/09/2019,12,30,NULL,18,NULL,"תמ""א",גבעתים,2016-09-14,2019-08-06,NULL
16-643899,643899,16003697,NULL,NULL,NULL,13,NULL,NULL,NULL,כן,6300,"פטאי 13,גבעתיים",תל אביב,"הריסת בניין קיים בן 3 קומות , סה""כ 12 יח""ד הקמת בניין חדש בן 6 קומות מעל קומת קרקע ומרתף חנייה דירות גן ודירות גג סה""כ 28 יח""ד",NULL,"תמ""א - הריסה ובנייה מחדש",פטאי,6300,NULL,2014,2019,NULL, היתר,NULL,12,28,NULL,16,NULL,"תמ""א",גבעתים,2014-10-01,2019-08-06,NULL
16-643907,643907,16003699,NULL,NULL,NULL,45,NULL,4,NULL,כן,6300,"בורוכוב 45,גבעתיים",תל אביב,"הריסת בניין בן 3 קומות בשטח טכסית משואר של כ-300 מ""ר הקמת בניין חדש בן 8 קומות מעל מפלס הקרקע מעל 2 קומות מרתף וקומת גג חלקית",27094,"תמ""א - הריסה ובנייה מחדש",בורוכוב,6300,NULL,2015,2019,NULL, היתר,27/05/2015,18,25,NULL,7,NULL,"תמ""א",גבעתים,2015-06-22,2019-10-10,NULL
16-643912,643912,16003701,NULL,NULL,NULL,20,NULL,10,NULL,כן,6300,"קקל"" 20,גבעתיים",תל אביב,NULL,31754,"תמ""א - הריסה ובנייה מחדש","קקל""",6300,NULL,2016,2019,NULL, היתר,16/03/2019,12,28,NULL,16,NULL,"תמ""א",גבעתים,2016-01-31,2019-07-03,NULL
16-643974,643974,16003708,NULL,NULL,NULL,12,NULL,1,NULL,כן,6300,"המרי 12,גבעתיים",תל אביב,NULL,36224,"תמ""א - הריסה ובנייה מחדש",המרי,6300,NULL,2015,2019,NULL, היתר,25/05/2022,5,15,NULL,10,NULL,"תמ""א",גבעתים,2015-02-25,2019-06-20,NULL
16-644011,644011,16003718,NULL,NULL,NULL,65,NULL,7,NULL,כן,6300,"רינס 65,גבעתיים",תל אביב,NULL,33826,"תמ""א - הריסה ובנייה מחדש",רינס,6300,NULL,2016,2019,NULL, היתר,04/05/2021,4,12,NULL,8,NULL,"תמ""א",גבעתים,2016-07-26,2019-06-05,NULL
16-643925,643925,16004366,NULL,NULL,NULL,31,NULL,12,NULL,כן,6300,"גורדון 31,גבעתיים",תל אביב,NULL,32052,"תמ""א - הריסה ובנייה מחדש",גורדון,6300,NULL,2013,2019,NULL, היתר,02/12/2018,7,22,NULL,15,NULL,"תמ""א",גבעתים,2013-07-24,2019-05-26,NULL
16-643999,643999,16004372,NULL,NULL,NULL,29,NULL,18,NULL,כן,6300,"גולומב 29,גבעתיים",תל אביב,NULL,31037,"תמ""א - הריסה ובנייה מחדש",גולומב,6300,NULL,2015,2019,NULL, היתר,25/02/2018,12,34,NULL,22,NULL,"תמ""א",גבעתים,2015-12-20,2019-03-18,NULL
16-644041,644041,16004378,NULL,NULL,NULL,11,NULL,14,1,כן,6300,"המעין 11,גבעתיים",תל אביב,NULL,33594,"תמ""א - הריסה ובנייה מחדש",המעין,6300,NULL,2016,2019,NULL, היתר,22/01/2020,12,30,NULL,18,NULL,"תמ""א",גבעתים,2016-10-05,2019-07-16,NULL
16-644007,644007,16005134,NULL,NULL,NULL,35,NULL,16,NULL,כן,6300,"רינס 35,גבעתיים",תל אביב,NULL,30702,"תמ""א - הריסה ובנייה מחדש",רינס,6300,NULL,2014,2019,NULL, היתר,01/09/2019,6,21,NULL,15,NULL,"תמ""א",גבעתים,2014-12-02,2019-04-18,NULL
16-644035,644035,16005136,NULL,NULL,NULL,11,NULL,20,NULL,כן,6300,"שדה בוקר 11,גבעתיים",תל אביב,"הריסת מבנה קיים 2 קומות ל-14 יח""ד הקמת 2 מבנים חדשים עלפ""י תמ""א 38/2 6 קומות טיפוסית, קומת גג , קומת קרקע ו-2 מרתפי חנייה , סה""כ 42 יח""ד",32508,"תמ""א - הריסה ובנייה מחדש",שדה בוקר,6300,NULL,2016,2019,NULL, היתר,18/12/2019,14,35,NULL,21,NULL,"תמ""א",גבעתים,2016-07-28,2019-11-17,NULL
16-644050,644050,16005137,NULL,NULL,NULL,48,NULL,8,NULL,כן,6300,"המעין 48,גבעתיים",תל אביב,NULL,30903,"תמ""א - הריסה ובנייה מחדש",המעין,6300,NULL,2015,2019,NULL, היתר,10/09/2019,4,13,NULL,9,NULL,"תמ""א",גבעתים,2015-03-30,2019-06-04,NULL
16-644054,644054,16005141,NULL,NULL,NULL,20,NULL,11,NULL,כן,6300,"צהל"" 20,גבעתיים",תל אביב,"הריסת 2 בניינים קיימים ל-8 יח""ד בניית בניין בן 7 קומות ,  2 דירות גג, 3 דירות גן 2 מפלסי מרתפים סה""כ 25 יח""ד",33836,"תמ""א - הריסה ובנייה מחדש","צהל""",6300,NULL,2016,2019,NULL, היתר,22/01/2020,8,25,NULL,17,NULL,"תמ""א",גבעתים,2016-07-24,2019-08-06,NULL
16-643905,643905,16008772,NULL,NULL,NULL,43,NULL,5,NULL,כן,6300,"בורוכוב 43,גבעתיים",תל אביב,"הריסת בית בן 2 קומות צמוד קרקע ל-2 יח""ד    , הקמת בניין חדש בן 8 קומות מעל מפלס הקרקע ומעל מרתף חנייה והקמת קומת גג חלקית סה""כ 31 יח""ד",33142,"תמ""א - הריסה ובנייה מחדש",בורוכוב,6300,NULL,2014,2019,NULL, היתר,24/05/2020,2,23,NULL,21,NULL,"תמ""א",גבעתים,2014-04-23,2019-10-10,NULL
16-643948,643948,16008776,NULL,NULL,NULL,40,NULL,NULL,NULL,כן,6300,"סירקין 40,גבעתיים",תל אביב,"הריסת מבנה והקמת מבנה מגורים בהתאם לתמ""א 38",NULL,"תמ""א - הריסה ובנייה מחדש",סירקין,6300,NULL,2015,2019,NULL, היתר,NULL,0,13,NULL,13,NULL,"תמ""א",גבעתים,2015-02-10,2019-11-20,NULL
